,fecha,hora_declarada,ruta,operador,tipo_aeronave,total_abordo,pasajeros_abordo,tripulacion_abordo,total_fatalidades,pasajeros_fatalidades,tripulacion_fatalidades,tierra_fatalidades
1276,1951-11-13,1300,"Puy-de-Dôme, France",Military - U. S. Air Force,Fairchild C-82 Packet,36,32,4,36,32,4,0
1277,1951-11-15,900,"Near Lodz, Poland",LOT Polish Airlines,Lisunov Li-2P,18,14,4,18,14,4,0
1278,1951-11-17,1623,"Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,23,19,4,23,19,4,0
1279,1951-11-19,,"Cairo, Egypt",Devlet Hava Yollari,Douglas DC-3,5,4,1,5,4,1,0
1280,1951-11-21,745,"Calcutta, India",Deccan Airways,Douglas DC-3,17,13,4,16,12,4,0
1281,1951-11-24,600,"Zurich, Switzerland",El Al,Douglas DC-4,7,0,7,6,0,6,0
1282,1951-11-27,,"San Luis Acatlan, Mexico",Lineas Aereas Unidas,DC-2-243,21,18,3,13,11,2,0
1283,1951-12-04,725,"Denver, Colorado",United Air Lines,Douglas DC-3A,3,0,3,3,0,3,0
1284,1951-12-13,,"Yaramunda, Papua, New Guinea",Qantas,de Havilland DH-84 Dragon,3,2,1,3,2,1,0
1285,1951-12-16,1509,"Elizabeth, New Jersey",Miami Airlines,Curtiss Wright C-46F,56,52,4,56,52,4,1
1286,1951-12-23,,"Tehran, Iran",Misrair,SNCASE Languedoc,22,18,4,22,18,4,0
1287,1951-12-27,426,"Near Namtso, Russia",Aeroflot,Lisunov LI-2,20,14,6,20,14,6,0
1288,1951-12-29,2225,"Near Little Valley, New York",Continental Charters,Curtiss C-46A-50-CU,40,36,4,26,23,3,0
1289,1951-12-30,2207,"Near Fairbanks, Alaska",Transocean Air Lines,Curtiss C 46F-CU,4,2,2,4,2,2,0
1290,1951-12-30,1540,"Near Phoenix, Arizona",Military - U.S. Air Force,Douglas C-47D,28,24,4,28,24,4,0
1291,1951-12-31,,"Calcutta, India",Kalinga Airlines,Douglas C-47A,3,0,3,3,0,3,0
1292,1952-01-02,,"Andapa, Madagascar",Air France,Junkers JU-52/3m,11,8,3,6,,,0
1293,1952-01-10,1915,"Com Edno, Ireland",Aer Lingus,Douglas DC-3,23,20,3,23,20,3,0
1294,1952-01-19,0138,"Off Sandspit, BC, Canada",Northwest Orient Airlines,Douglas DC-4,43,40,3,36,33,3,0
1295,1952-01-22,1543,"Elizabeth, New Jersey",American Airlines,Convair CV-240-0,23,20,3,23,20,3,7
1296,1952-02-04,,"Kikwit, Belgian Congo",Sabena,Douglas DC-3,15,11,4,15,11,4,0
1297,1952-02-07,,"Kaneko, Japan",Military - U.S. Air Force,Boeing B-29,13,0,13,13,0.0,13,5
1298,1952-02-11,0020,"Elizabeth, New Jersey",National Airlines,Douglas DC-6,63,59,4,29,26,3,4
1299,1952-02-16,1734,"Near Burgio, Italy",Hunting Air Travel,Vickers 614 Viking 1,31,26,5,31,26,5,0
1300,1952-02-19,0223,"Nagpur, India",Deccan Airways,Douglas DC-3,16,12,4,3,1,2,0
1301,1952-02-19,,"Near Yaounde, Cameroon",STAAP,Consolidated  32 Liberator II,9,5,4,9,5,4,0
1302,1952-02-28,,"Uberlandia,  Brazil",Panair do Brasil,Douglas DC-3A,8,6,2,8,6,2,0
1303,1952-03-03,0810,"Nice, France",Air France,SNCASE Languedoc,38,34,4,38,34,4,0
1304,1952-03-10,,"Cebu, Philippines",Philippine Air Lines,Douglas C-47A-35-DL,3,0,3,3,0,3,0
1305,1952-03-12,,"Near Sequin, Texas",Military - U.S. Air Force / U.S. Air Force,Boeing B-29 / Boeing B-29,15,0,15,15,0,15,
1306,1952-03-22,1400,"Near Gaspe, Quebec, Canada",Maritime Central Airways,Douglas C-47-DL,4,3,1,4,3,1,0
1307,1952-03-22,1045,"Frankfurt, Germany",KLM Royal Dutch Airlines,Douglas DC-6,47,37,10,45,36,9,0
1308,1952-03-24,0310,"Near Gao, French West Africa",Société Aérienne de Tr. Tropicaux,Lockheed 18 Lodestar,21,18,3,17,14,3,0
1309,1952-03-26,,"Moscow, Russia",Aeroflot,,70,,,70,,,0
1310,1952-03-29,,"Near San Felipe, Venezuela",TACA,Douglas DC-3,12,9,3,12,9,3,0
1311,1952-03-30,,"Baguio, Philippines",Philippine Air Lines,Douglas DC-3,29,26,3,10,8,2,0
1312,1952-04-05,0825,"New York, New York",US Airlines,Curtiss C-46F-1-CU,2,0,2,2,0,2,3
1313,1952-04-09,0807,"Mihara Volcano, Japan",Japan Air Lines,Martin 202,37,33,4,37,33,4,0
1314,1952-04-10,,"Agartala, India",Kalinga Airlines,Douglas C-47A,4,0,4,4,0,4,0
1315,1952-04-11,1220,"North of San Juan, Puerto Rico",Pan American World Airways,Douglas DC-4,69,64,5,52,52,0,0
1316,1952-04-18,0334,"Near Whittier, California",North Continental Airlines (Robin Airlines),Curtiss C-46F-1CU,29,26,3,29,26,3,0
1317,1952-04-29,0440,"Near Carolina, Brazil",Pan American World Airways,Boeing 377-10-26 Stratocruiser,50,41,9,50,41,9,0
1318,1952-04-30,,"Delhi,  India",Deccan Airways,Douglas DC-3,9,5,4,9,5,4,0
1319,1952-05-05,,"Near Skien, Norway",Fred Olsen Flyveselskap,Douglas C-47A,29,26,3,11,8,3,0
1320,1952-05-09,,"Ipoh, Malaysia",Garuda Indonesia Airlines,Douglas DC-3,17,,,17,,,0
1321,1952-05-13,,"Sao Paulo, Brazil",VASP,Douglas DC-3,22,19,3,5,3,2,0
1322,1952-05-24,,"Near Manaus, Brazil",Loide Aéreo Nacional,Curtiss C-46A,6,0,6,6,0,6,0
1323,1952-05-26,0845,"Near Atar, Mauritania",British Overseas Airways,Handley Page HP-81 Hermes IV,18,10,8,1,0,1,0
1324,1952-06-13,1129,Baltic Sea,Swedish Air Force,Douglas DC-3,8,5,3,8,5,3,0
1325,1952-06-14,949,"Near Brighton, East Sussex, England",Morton Air Services,Airspeed AS-65 Consul,8,7,1,6,5,1,
1326,1952-06-24,,"Lakenheath AFB, England",Military - U.S. Air Force,Boeing B-50 Superfortress,11,,,11,,,0
1327,1952-06-25,,"Off Northumberland, North Sea",Military - Royal Air Force,Avro Shackleton MR-1,13,11,2,11,9,2,0
1328,1952-07-18,0000,"Whiting Field, near Milton, Florida",Military - Navy,Fairchild packet (C119 flying boxcar),46,40,6,41,37,4,0
1329,1952-07-27,1146,"Off Rio de Janeiro, Brazil",Pan American World Airways,Boeing 377 Stratocruiser,27,19,8,1,1,0,0
1330,1952-08-12,,"Palmeira de Goias, Brazil",Transportes Areos Nacionales,Douglas DC-3,24,20,4,24,20,4,0
1331,1952-08-21,0100,"Off Trapani, Italy",Airwork,Handley Page HP-81 Hermes 4A,57,51,6,7,1,6,0
1332,1952-08-26,0700,"Near Khewra, West Pakistan",Military - Pakistan Air Force,Bristol 170 Freighter,18,,,18,,,0
1333,1952-08-29,2105,"Kosti, Sudan",Phoenix Airlines,Douglas DC-2-115B,4,0,4,2,0,2,0
1334,1952-09-06,1540,"Near Farnsborough, England",Private - de Havilland Aircraft,de Havilland 110,1,0,1,1,0,1,29
1335,1952-09-10,,"San Blas, Panama",SAM Colombia,Curtiss C-46,46,,,46,,,0
1336,1952-09-15,,"Wadi Halfa, Sudan",Kalinga Airlines,Douglas C-47A,3,0,3,3,0,3,0
1337,1952-10-05,1602,"Skvoritsy, Russia",Aeroflot,Ilyushin IL-12,21,19,5,21,19,5,0
1338,1952-10-08,,"Off Tarbat Ness, Scotland",Military - Royal Air Force,Avro Shackleton MR-1,14,2,12,14,2,12,0
1339,1952-10-14,,"San Fransisco do Paula, Brazil",Aero Brasil,Douglas DC-3,28,,,14,,,0
1340,1952-10-16,,"Off Kangnung, South Korea",Military - U.S. Air Force,Curtiss-Wright C-46D-CU,25,21,4,25,21,4,0
1341,1952-10-29,0830,"Near Flagstaff, Arizona",Military - U.S. Air Force,Boeing KC-97G Stratofreighter,16,,,16,,,0
1342,1952-11-06,,"Lake Chad, Chad",Union Aeromaritime de Transport,Douglas C-54B-1-DC,6,1,5,5,1,4,0
1343,1952-11-07,0300,"Near Summit, Alaska",Military - U.S. Air Force,Fairchild C-119C,19,14,5,19,14,5,0
1344,1952-11-14,1445,"Near Seoul, South Korea",Military - U.S. Air Force,Fairchild C-119C,44,37,7,44,37,7,0
1345,1952-11-15,,"Near Anchorage, Alaska",Military - U.S. Air Force,Fairchild C-119C,20,15,5,20,15,5,0
1346,1952-11-17,,"Shepard, Montana",Military - U.S. Air Force,Fairchild C-119C-23-FA Flying Boxcar,16,,,9,,,0
1347,1952-11-22,2015,"Mount Gannett, Alaska",Military - U.S. Air Force,Douglas C-124A Globemaster,52,41,11,52,41,11,0
1348,1952-11-28,0050,"Near Tacoma, Washington",Military - U.S. Air Force,Douglas C-54G (DC-4),38,31,7,37,30,7,0
1349,1952-12-06,,"Near Sofia, Bugaria",TABSO,Lisunov Li-2,18,,,18,,,0
1350,1952-12-06,0440,"Off Bermuda-Kindley Field, Bermuda",Cubana de Aviacion,Douglas DC-4,41,33,8,37,30,7,0
1351,1952-12-20,0630,"Moses Lake, Washington",Military - U.S. Air Force,Douglas C-124A Globemaster,115,105,10,87,82,5,0
1352,1952-12-21,,"Off Miami, Florida",Rutas Aéreas Nacionales SA,Curtiss C-46D,3,0,3,3,0,3,0
1353,1952-12-25,,"Off Caracas, Venezuela",Avensa,Douglas DC-3,5,,,3,,,0
1354,1952-12-25,,"Tehran, Iran",Iran Air,Douglas DC-3,29,25,4,27,23,4,0
1355,1952-12-30,,"Chinmen Island, Taiwan",Philippine Air Lines,Douglas DC-3,10,7,3,2,0,2,0
1356,1953-01-05,2139,"Belfast, Northern Ireland",British European Airways,Vickers Viking 610-1B,35,31,4,27,24,3,0
1357,1953-01-07,2055,"Issaquah, Washington",Flying Tiger Line,Douglas C-54B-10-DO,7,3,4,7,3,4,0
1358,1953-01-07,412,"Fish Haven, Idaho",Associated Air Transport,Curtiss C-46,40,37,3,40,37,3,0
1359,1953-01-15,448,"25 nm off Agrigento, Italy",Military -Royal Air Force,Vickers Valetta Mk1 / Avero Lancaster,26,16,10,26,16,10,0
1360,1953-01-26,1144,"Sinnai, Sardinia, Italy",Linee Aeree Italiane,Douglas DC-3,19,15,4,19,15,4,0
1361,1953-02-02,530,"Off Newfoundland, Canada",Lancashire Aircraft Corporation (Skyways),Avro 685 York 1,39,33,6,39,33,6,0
1362,1953-02-03,,"Lai Chau, Vietnam",Air Outremer,Douglas C-47B-15-DK,18,15,3,18,15,3,0
1363,1953-02-07,1028,"Bordeaux, France",UTA,Douglas C-54A-5-DC,19,13,6,9,3,6,0
1364,1953-02-09,1900,"Cairo, Egypt",Military - Egyptian Air Force,Curtiss-Wright C-46,40,35,5,29,24,5,0
1365,1953-02-14,1710,"Off Mobile, Alabama",National Airlines,Douglas DC-6,46,41,5,46,41,5,0
1366,1953-03-03,335,"Karachi, Pakistan",Canadian Pacific Air Lines,de Havilland DH106 Comet 1A,11,6,5,11,6,5,0
1367,1953-03-04,150,"Windsor Locks, Connecticut",Slick Airways,Curtiss C-46F,2,0,2,2,0,2,0
1368,1953-03-14,,"Kalasahar, India",Orient Airways,Convair CV-240-7,16,11,5,16,11,5,0
1369,1953-03-17,,"Off Da Nang, Vietnam",Aigle Azur,Douglas DC-3,8,,,8,,,0
1370,1953-03-18,410,"Random Island, Newfoundland",Military - U.S. Air Force,Convair RB-36H,23,18,5,23,18,5,0
1371,1953-03-18,1951,"Stephenville, Newfoundland",u.s. Air Force,Boeing B-29 Superfortress,10,0,10,10,0,10,0
1372,1953-03-20,1838,"Alvarado, California",Transocean Air Lines,Douglas DC-4  (C-54-10-DO),35,30,5,35,30,5,0
1373,1953-03-27,,"Itapebi, Brazil",Transportes Aéreos Salvador,de Havilland DH-114 Heron 1B,14,12,2,14,12,2,0
1374,1953-03-29,,"Mtara, Tanganyika",Central African Airways,Vickers 616 Viking 1B,13,8,5,13,8,5,0
1375,1953-04-10,,"Miandivazo, Madagascar",Air France,Junkers JU-5/-3m,15,12,3,4,1,3,0
1376,1953-04-10,,"Off Kingston, Jamaica",Caribbean International Airways,Lockheed 18-56 LodeStar,13,10,3,13,10,3,0
1377,1953-04-14,,"Near Guwahati, India",Airways,Douglas C-47A,3,0,3,3,0,3,0
1378,1953-04-14,222,"Selleck, Washington",Miami Airlines,Douglas DC-3 (C-47-DL),25,22,3,7,5,2,0
1379,1953-04-16,,"NW of Hanoi, Vietnam",Aigle Azur,Douglas DC-3,30,27,3,30,27,3,0
1380,1953-04-20,2308,"San Francisco Bay, California",Western Airlines,Douglas DC-6B,10,5,5,8,4,4,0
1381,1953-05-02,1635,"Near Jalalogori, West Bengal, India",British Overseas Airways,de Havilland DH106 Comet 1,43,37,6,43,37,6,0
1382,1953-05-07,,"Off Hartland Point, England",Military - Royal Air Force,Vickers Valetta T-3,10,0,10,10,0,10,0
1383,1953-05-09,128,"New Delhi, India",Air India,Douglas DC-3,18,13,5,18,13,5,0
1384,1953-05-11,,"Prince Rupert, BC, Canada",Canadian Pacific Air Lines,Consolidated PBY-5A Catalina,19,16,3,2,1,1,0
1385,1953-05-17,1415,"Near Marshall, Texas",Delta Air Lines,Douglas DC-3,20,17,3,19,16,3,0
1386,1953-05-24,418,"St. Louis, Missouri",Meteor Air,Douglas DC-3,7,2,5,6,1,5,
1387,1953-05-25,1530,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Convair CV-240-4,34,28,6,0,0,0,2
1388,1953-05-27,350,"Goose Wade, Russia",Aeroflot,Li-2 / Li-2T,20,16,11,20,16,11,0
1389,1953-06-14,1635,"Near  Zugdidi, Georgia",Aeroflot,Ilyushin IL-2,18,12,6,18,12,6,0
1390,1953-06-15,,"San Ramon Mtns., Costa Rica",LACSA,Douglas DC-3,17,14,3,9,6,3,0
1391,1953-06-15,,"Near Reo Copiapo, Chile",LAN Chile,Lockheed 18 Loadstar,7,5,2,7,5,2,0
1392,1953-06-16,,"Mount Phou-Lassy, French Indo-China",Aigle Azur,Douglas DC-3,34,31,3,34,31,3,0
1393,1953-06-17,2200,"Sao Paulo, Brazil",Panair do Brasil,Lockheed 049-46-21 Constellation,17,10,7,17,10,7,0
1394,1953-06-18,1634,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,Douglas C-124A Globemaster II,129,122,7,129,122,7,0
1395,1953-07-12,841,"Pacific Ocean, 325 miles east of Wake Island",Transocean Air Lines,Douglas DC-6A,58,50,8,58,50,8,0
1396,1953-07-17,2315,"Near Milton, Florida",Military - U.S. Navy,Fairchild R4Q-2,46,40,6,44,39,5,0
1397,1953-07-27,1230,"Near Kanggye, North Korea",Aeroflot,Ilyushin IL-12,21,15,6,21,15,6,0
1398,1953-08-03,228,"Off Fethiye Point, Turkey",Air France,Lockheed L- 749A Constellation,42,34,8,4,4,0,0
1399,1953-08-03,2237,"Sharjah, United Arab Emirates",Orient Airways,Douglas DC-3,25,21,4,1,1,0,0
1400,1953-08-05,,Off Irish coast,Military - U.S. Air Force,Convair B-36,23,0,23,19,0,19,0
1401,1953-08-18,,"Near San Diego, California",Aerovias Contreras,Curtiss C-46A,2,0,2,2,0,2,0
1402,1953-09-01,2330,"Near Barcelonnette, France",Air France,Lockheed 749A Constellation,42,33,9,42,33,9,0
1403,1953-09-01,1842,"Vail, Washington",Regina Cargo Airlines,Douglas DC-3,21,19,2,21,19,2,0
1404,1953-09-08,1316,"San Andres, Honduras",TACA,Douglas C-47A,3,0,3,3,0,3,0
1405,1953-09-14,,"Chablekal, Mexico",Transportes Aéreos Mexicanos,Douglas C-47A,2,0,2,1,0,1,0
1406,1953-09-16,834,"Albany, New York",American Airlines,Convair CV-240-0,28,25,3,28,25,3,0
1407,1953-09-25,1010,"Ankara, Turkey",Devlet Hava Yollari,Douglas DC-3,21,16,5,5,1,4,0
1408,1953-09-28,1618,"Louisville, Kentucky",Resort Airlines,Curtiss C-46F-1-CU,41,38,3,25,22,3,0
1409,1953-10-14,1454,"Frankfurt, Germany",Sabena,Convair CV-240-12,44,40,4,44,40,4,0
1410,1953-10-17,,"Lai Chau, Vietnam",Compagnie Sila,Douglas C-47B,7,0,7,2,0,2,0
1411,1953-10-19,56,"New York City, New York",Eastern Air Lines,Lockheed 749A Constellation,27,22,5,2,2,0,0
1412,1953-10-19,710,"Near Monterrey, Mexico",Aerovias Contreras,Douglas C-46A-CU ( DC-3),21,18,3,21,18,3,0
1413,1953-10-27,1118,"Near Magadan, Russia",Aeroflot,Ilyushin IL-12,32,27,5,22,17,5,
1414,1953-10-29,844,"Near Half Moon Bay, California",British Commonwealth Pacific Airlines,Douglas DC-6,19,11,8,19,11,8,0
1415,1953-10-31,30,"Kharkov. Ukraine, Russia",Aeroflot,Li-2,16,11,5,15,10,5,0
1416,1953-11-03,,"Tarabuco, Bolivia",Lloyd Aereo Boliviano,Douglas DC-3,28,25,3,28,25,3,0
1417,1953-11-11,1730,"Off Argyll, Scotland",Military - Royal Air Force,Avro Shackleton MR-2,10,0,10,10,0,10,0
1418,1953-12-04,1700,"Near Guaderrama, Spain",Aviaco,Bristol 170 Freighter 21,33,28,5,23,22,1,0
1419,1953-12-12,325,"Nagpur, India",Indian Airlines,Douglas DC-3,14,10,4,13,10,3,0
1420,1953-12-15,,"Tecpan Mt., Guatemala",Aviateca,Curtiss C-46D,2,0,2,2,0,2,0
1421,1953-12-15,,"Near Cairo, Egypt",Misair,VC-Viking,6,5,1,6,5,1,
1422,1953-12-17,650,"Guam, Mariana Islands",Military - U.S. Air Force,Boeing B-29,16,6,10,11,5,6,8
1423,1953-12-19,1855,"Zurich, Switzerland",Sabena,Convair CV-240,44,41,3,1,1,0,0
1424,1953-12-21,,"Dah-el-Kadeeb, Syria",Syrian Airways,Douglas DC-3,15,,,9,,,0
1425,1954-01-02,,"Herat, Afghanistan",Ariana Afghan Airlines,Douglas DC-3,21,,,21,,,0
1426,1954-01-05,,"Lapseki, Turkey",Devlet Hava Yollari,Douglas DC-3,10,5,5,4,2,2,0
1427,1954-01-06,1720,"Near Aldbury, England",Military -Royal Air Force,Vickers Valetta,17,13,4,16,12,4,0
1428,1954-01-10,1105,"Off Elba, Italy",British Overseas Airways,de Havilland DH106 Comet 1,35,29,6,35,29,6,0
1429,1954-01-11,615,"Manizales, Colombia",AVIANCA,Douglas DC-3,21,18,3,21,18,3,0
1430,1954-01-12,1355,"Prague, Czech Republic",Czech Airlines,Douglas C-47 Skytrain (DC-3),18,14,4,13,9,4,0
1431,1954-01-13,,"Signal Hill, California",Military - U.S. Air Force,F-88 Sabre Jet,1,0,1,1,0,1,6
1432,1954-01-14,1150,"Rome, Italy",Philippine Air Lines,Douglas DC-6,16,9,7,16,9,7,0
1433,1954-01-20,708,"Kansas City, Missouri",Zantop Air Transport,Douglas DC-3A,3,0,3,3,0,3,0
1434,1954-02-01,1350,"Off Hokkaido, Japan",Military - U.S. Air Force,Curtiss-Wright C46D-CU,35,30,5,35,30,5,0
1435,1954-02-05,,"Susitna Valley, Alaska",Military - U.S. Air Force,Douglas C-47,16,0,16,10,0,10,0
1436,1954-02-12,,"Off Gozo, Malta",Military - Royal Air Force,Avro Shackleton MR-2,10,0,10,10,0,10,0
1437,1954-02-25,1100,"New Delhi, India",Indian Airlines,Douglas DC-3,3,0,3,3,0,3,0
1438,1954-02-26,1032,"Wright, Wyoming",Western Airlines,Convair CV-240,9,6,3,9,6,3,0
1439,1954-03-04,1430,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,Douglas C-47A-DL,20,18,2,20,18,2,0
1440,1954-03-13,1434,"Kallang Airport, Singapore",British Overseas Airways,Lockheed 749A-79-33 Constellation,40,31,9,33,31,2,0
1441,1954-03-14,420,"Off Mackay, Australia",Queensland Airlines,Douglas C-47A,2,0,2,2,0,2,0
1442,1954-03-19,2230,"Near Lothian, Maryland",Military - U.S. Air Force,Fairchild C-110F,18,12,6,18,12,6,0
1443,1954-03-26,,"Monterrey, Mexico",Aeronaves de Mexico,Douglas DC-3,18,15,3,18,15,3,0
1444,1954-04-03,1340,"Kabassaak, Turkey",Devlet Hava Yollari,Douglas DC-3,25,20,5,25,20,5,0
1445,1954-04-04,,"Hanoi, Vietnam",Autrex,Douglas C-54A,4,0,4,4,0,4,0
1446,1954-04-08,2004,"Off Stromboli, Italy","South African Airways, leased from British Overseas Airways",de Havilland DH106 Comet 1,21,14,7,21,14,7,0
1447,1954-04-08,1003,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,Canadair C-4-1 Northstar / Harvard Mark II,36,31,5,36,31,5,1
1448,1954-04-13,1310,"Batuco, Chile",LAN,Douglas DC-3,14,9,5,14,9,5,0
1449,1954-04-13,,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,Lockheed 18 Lodestar,23,20,3,16,13,3,0
1450,1954-04-23,2125,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,Douglas DC-3,25,21,4,25,21,4,0
1451,1954-04-30,918,"Near Calcutta, India",Darbhanga Aviation,Douglas C-47A-30-DK,11,8,3,5,3,2,0
1452,1954-05-22,923,"Paraparaumu, New Zealand",New Zealand National Airways,Douglas DC-3,28,26,2,3,3,0,0
1453,1954-05-31,,"Cipo Mountain, Brazil",Transportes Aereos Nacionales,Douglas DC-3,19,16,3,19,16,3,0
1454,1954-06-03,,"Near Maribor, Slovenia",Sabena,Douglas C-47A,4,0,4,1,0,1,0
1455,1954-06-04,1100,"Sao Paulo, Brazil",Varig,Curtiss C-46A,3,0,3,3,0,3,0
1456,1954-06-08,,"Da Nang, Vietnam",Soc. de Tr. Aériens d'Extrême Orient,Douglas C-47-DL,4,2,2,4,2,2,0
1457,1954-06-19,2300,"Off Folkestone, England",Swissair,Convair CV-240-4,9,5,4,3,3,0,0
1458,1954-07-02,1200,"Near Salvador, Brazil",Military - Brazilian Air Force,Lockheed C-28,24,20,4,24,20,4,0
1459,1954-07-23,845,"Off Hainan Island, China",Cathay Pacific Airways,Douglas DC-4,18,12,6,10,8,2,0
1460,1954-08-08,1540,"Near McGrath, Alaska",Alaska Airlines,Douglas DC-2,2,0,2,2,0,2,0
1461,1954-08-09,240,"Terceira Island, Azores, Portugal",AVIANCA,Lockheed 749A-79 Constellation,30,21,9,30,21,9,0
1462,1954-08-12,,Vietnam,Autrex,Douglas DC-3,3,0,3,3,0,3,0
1463,1954-08-16,,"Near Pakse, Laos",Air Vietnam (South Vietnam),Bristol 170 Freighter 21E,55,51,4,47,46,1,0
1464,1954-08-22,1703,"Near Mason City, Iowa",Braniff Airlines,Douglas DC-3,19,16,3,12,10,2,0
1465,1954-08-23,1135,"Off IJuuiden, North Sea",KLM Royal Dutch Airlines,Douglas DC-6B,21,12,9,21,12,9,0
1466,1954-08-26,1050,"Sakhalin Oblast, Russia",Aeroflot,Lisunov LI-2,27,22,5,26,21,5,1
1467,1954-08-27,2211,"Near Rapid City, South Dekota",Military - U.S. Air Force,Convair RB-36H,27,23,4,26,23,3,0
1468,1954-09-05,239,"Foynes, Ireland",KLM Royal Dutch Airlines,Lockheed 1049C-55-81 S Constellation,56,46,10,28,25,3,0
1469,1954-09-12,2008,"Off Rio de Janeiro, Brazil",Cruzeiro,Douglas DC-3,26,22,4,6,6,0,0
1470,1954-09-15,,"Cairo, Egypt",Misrair,Vickers 634 Viking,4,0,4,3,0,3,0
1471,1954-09-27,57,"Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,29,24,5,29,24,5,0
1472,1954-10-24,1750,"Near Nice, Italy",Military - U.S. Air Force,Douglas C-47A-DL,21,18,3,21,18,3,0
1473,1954-10-28,10,"Krasnoyarsk Territory, Russia",Aeroflot,Ilyushin IL -12,16,13,3,16,13,3,0
1474,1954-10-30,100,"Off Ocean City, Maryland",Military - U.S. Navy,Lockheed R7V-1,42,21,21,42,21,21,0
1475,1954-10-31,1510,"Mangalore, Australia",TAA,Vickers 720 Viscount,8,0,8,3,0,3,0
1476,1954-11-16,,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),Douglas DC-3,24,21,3,24,21,3,0
1477,1954-11-30,1115,"Berlin, New Hampshire",Northeast Airlines,Douglas DC-3,7,3,4,2,0,2,0
1478,1954-12-04,,"Near Luang Pragang, Laos",Air Laos,Douglas DC-3,29,25,4,29,25,4,0
1479,1954-12-12,2304,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,Douglas C-47A,4,0,4,4,0,4,0
1480,1954-12-18,1400,"New York, New York",Linee Aeree Italiane,Douglas DC-6B,32,22,10,26,16,10,0
1481,1954-12-18,,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,Douglas C-47A,2,0,2,2,0,2,0
1482,1954-12-22,2300,"Pittsburgh, Pennsylvania",Johnson Flying Service,Douglas DC-3,28,23,5,10,9,1,0
1483,1954-12-25,,"Prestwick, Ayrshire, Scotland",British Overseas Airways,Boeing B377-10-28 Stratocruiser,36,25,11,28,24,4,0
1484,1954-12-31,,"Irkutsk, Russia",Aeroflot,Ilyushin II-14,17,14,3,17,14,3,0
1485,1955-01-01,,"Near Anchorage, Alaska",Military - US Air Force,Douglas C47,12,,,12,,,0
1486,1955-01-11,2100,"Off Skellings, Ireland",Military -Royal Air Force,Avro Shackleton M-2 / Avro Shakleton M-2,18,,,18,,,0
1487,1955-01-12,905,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,Martin 202A / DC-3,15,10,5,15,10,5,0
1488,1955-01-15,5,"London, Ontario, Canada",Ontario Hydro,Grumman G-73 Mallard,5,3,2,1,1,0,0
1489,1955-01-19,1625,"Des Moines, Iowa",United Air Lines,Convair CV-340,39,36,3,0,0,0,0
1490,1955-01-31,,"Lapadrera, Colombia",Interamericana de Aviacion,Consolidated PBY-5 Catalina,5,4,1,5,4,1,0
1491,1955-02-02,350,"Nagpur, India",Indian Airlines,Douglas DC-3,10,6,4,10,6,4,0
1492,1955-02-05,1004,"Near Calabar, Nigeria",West African Airways,Bristol 170 Freighter 21E,13,9,4,13,9,4,0
1493,1955-02-13,1953,"Abruzzio Mountains, Italy",Sabena,Douglas DC-6,29,21,8,29,21,8,0
1494,1955-02-19,731,"Albuquerque, New Mexico",Trans World Airlines,Martin 404,16,13,3,16,13,3,0
1495,1955-02-23,920,"Salisbury,  Zimbabwe",Central African Airways,Douglas DC-3,26,21,5,1,0,1,0
1496,1955-02-26,1550,"Formosa, Argentina",de Havilland Dove,de Havilland DH.104 Dove,7,4,3,6,4,2,
1497,1955-03-06,,"Vitoria da Conquista, Brazil",REAL,Douglas DC-3,21,18,3,5,4,1,0
1498,1955-03-07,,"Near Cuidad de Valles, Mexic",Private,Lockheed 18 LodeStar,6,4,2,6,4,2,
1499,1955-03-08,1340,"Mascota, Mexico",Mexicana,Douglas DC-3,26,23,3,26,23,3,0
1500,1955-03-09,1515,"Trujillo, Colombia",AVIANCA,Douglas C-47A,8,5,3,8,5,3,0
1501,1955-03-20,2236,"Springfield, Missouri",American Airlines,Convair CV-240-0,35,32,3,13,11,2,0
1502,1955-03-22,203,"Oahu, Hawaii",Military - U.S. Navy,Douglas R6D-1 (C-118B),66,57,9,66,57,9,0
1503,1955-03-26,1112,Off the Oregon coast,Pan American World Airways,Boeing 377 Stratocruiser 10-26,23,15,8,4,2,2,0
1504,1955-04-02,,"Off Pensacola, Florida",Aaxico Airlines,Curtiss C-46A,2,0,2,2,0,2,0
1505,1955-04-04,1555,"Islip, New York",United Air Lines,Douglas DC-6,3,0,3,3,0,3,0
